edition,athlete,noc,gender,event,medal,season
1900,"SMITH, V.",GBR,Men,rugby,Silver,Summer
1900,"TALBOT, M.W.",GBR,Men,rugby,Silver,Summer
1900,"WALLIS, J.G.",GBR,Men,rugby,Silver,Summer
1900,"WHITTINDALE, Claud",GBR,Men,rugby,Silver,Summer
1900,"WHITTINDALE, Raymond",GBR,Men,rugby,Silver,Summer
1900,"WILSON, Francis Henry",GBR,Men,rugby,Silver,Summer
1900,"AITOFF, Vladimir",FRA,Men,rugby,Gold,Summer
1900,"ALBERT, A.",FRA,Men,rugby,Gold,Summer
1900,"BINOCHE, Jean, Lon",FRA,Men,rugby,Gold,Summer
1900,"COLLAS, Jean",FRA,Men,rugby,Gold,Summer
1900,"GAUTIER, Jean Guy",FRA,Men,rugby,Gold,Summer
1900,"GIROUX, Auguste",FRA,Men,rugby,Gold,Summer
1900,"GONDOUIN, Charles",FRA,Men,rugby,Gold,Summer
1900,"HENRIQUEZ DE ZUBIERRA, Constantin",FRA,Men,rugby,Gold,Summer
1900,"HERVE, Jean",FRA,Men,rugby,Gold,Summer
1900,"LARDANCHET, Victor",FRA,Men,rugby,Gold,Summer
1900,"LEFEBVRE, Hubert",FRA,Men,rugby,Gold,Summer
1900,"OLIVIER, Joseph",FRA,Men,rugby,Gold,Summer
1900,"PHARAMOND, Alexandre",FRA,Men,rugby,Gold,Summer
1900,"REICHEL, Frantz",FRA,Men,rugby,Gold,Summer
1900,"RISCHMANN, Andr",FRA,Men,rugby,Gold,Summer
1900,"ROOSEVELT, Albert",FRA,Men,rugby,Gold,Summer
1900,"SARRADE, Emile",FRA,Men,rugby,Gold,Summer
1900,"MACHENRY, M.",USA,Men,3-10t,Bronze,Summer
1900,"NAUE, Georg",GER,Men,open class,Silver,Summer
1900,"PETERS, Heinrich",GER,Men,open class,Silver,Summer
1900,"WEISE, Ottokar",GER,Men,open class,Silver,Summer
1900,"WIESNER, Martin",GER,Men,open class,Silver,Summer
1900,"GRETTON, John H.",GBR,Men,0.5-1t,Gold,Summer
1900,"HOPE, Linton",GBR,Men,0.5-1t,Gold,Summer
1900,"LORD CURRIE, Lorne Campbell",GBR,Men,0.5-1t,Gold,Summer
1900,"TAYLOR, Howard",GBR,Men,3-10t,Gold,Summer
1900,"GRETTON, John H.",GBR,Men,open class,Gold,Summer
1900,"HOPE, Linton",GBR,Men,open class,Gold,Summer
1900,"LORD CURRIE, Lorne Campbell",GBR,Men,open class,Gold,Summer
1900,"HORE, Edward",GBR,Men,10-20t,Bronze,Summer
1900,"BILLARD, Emile",FRA,Men,10-20t,Gold,Summer
1900,"PERQUER, P.",FRA,Men,10-20t,Gold,Summer
1900,"BAUDRIER, Jacques",FRA,Men,0.5-1t,Silver,Summer
1900,"LEBRET, Jean",FRA,Men,0.5-1t,Silver,Summer
1900,MARCOTTE,FRA,Men,0.5-1t,Silver,Summer
1900,"MARTIN, William",FRA,Men,0.5-1t,Silver,Summer
1900,VALTON,FRA,Men,0.5-1t,Silver,Summer
1900,"LE DUC DECAZES, Jean",FRA,Men,10-20t,Silver,Summer
1900,"GUFFLET, Maurice",FRA,Men,3-10t,Silver,Summer
1900,"MICHELET, E.",FRA,Men,0.5-1t,Bronze,Summer
1900,"MICHELET, F.",FRA,Men,0.5-1t,Bronze,Summer
1900,"MICHELET, E.",FRA,Men,open class,Bronze,Summer
1900,"MICHELET, F.",FRA,Men,open class,Bronze,Summer
1900,"LTHI, Friedrich",SUI,Men,"50m army pistol, team",Gold,Summer
1900,"PROBST, Paul",SUI,Men,"50m army pistol, team",Gold,Summer
1900,"RICHARDET, Louis-Marc",SUI,Men,"50m army pistol, team",Gold,Summer
1900,"RDERER, Karl Konrad",SUI,Men,"50m army pistol, team",Gold,Summer
1900,"STHELI, Konrad",SUI,Men,"50m army pistol, team",Gold,Summer
1900,"RDERER, Karl Konrad",SUI,Men,50m pistol (60 shots),Gold,Summer
1900,"KELLENBERGER, Emil",SUI,Men,"army rifle, 300m, 3 positions",Gold,Summer
1900,"STHELI, Konrad",SUI,Men,"army rifle, 300m, kneeling",Gold,Summer
1900,"BCKLI, Franz",SUI,Men,"free rifle, team",Gold,Summer
1900,"GRTER, Alfred",SUI,Men,"free rifle, team",Gold,Summer
1900,"KELLENBERGER, Emil",SUI,Men,"free rifle, team",Gold,Summer
1900,"RICHARDET, Louis-Marc",SUI,Men,"free rifle, team",Gold,Summer
1900,"STHELI, Konrad",SUI,Men,"free rifle, team",Gold,Summer
1900,"KELLENBERGER, Emil",SUI,Men,"army rifle, 300m, kneeling",Silver,Summer
1900,"STHELI, Konrad",SUI,Men,50m pistol (60 shots),Bronze,Summer
1900,"STMO, Ole",NOR,Men,"army rifle, 300m, standing",Silver,Summer
1900,"FRYDENLUND, Olaf Emil",NOR,Men,"free rifle, team",Silver,Summer
1900,"HERMANDSEN, Hellmer",NOR,Men,"free rifle, team",Silver,Summer
1908,"WALLERIUS, Eric G.",SWE,Men,8m,Silver,Summer
1900,"STMO, Ole",NOR,Men,"free rifle, team",Silver,Summer
1900,"SAETHER, Ole Andreas",NOR,Men,"free rifle, team",Silver,Summer
1900,"SEEBERG, Tom",NOR,Men,"free rifle, team",Silver,Summer
1900,"STMO, Ole",NOR,Men,"army rifle, 300m, 3 positions",Bronze,Summer
1900,"STMO, Ole",NOR,Men,"army rifle, 300m, prone",Bronze,Summer
1900,"BOUWENS, Antonius",NED,Men,"50m army pistol, team",Bronze,Summer
1900,"SILLEM, Henrik",NED,Men,"50m army pistol, team",Bronze,Summer
1900,"SWEYS, Anthony Ahasuerus",NED,Men,"50m army pistol, team",Bronze,Summer
1900,"VAN DEN BERGH, Solko Johannes",NED,Men,"50m army pistol, team",Bronze,Summer
1900,"VAN HAAN, Gerardus",NED,Men,"50m army pistol, team",Bronze,Summer
1900,"LARROUY, Maurice",FRA,Men,25m rapid fire pistol (60 shots),Gold,Summer
1900,"PAROCHE, Achille",FRA,Men,"army rifle, 300m, prone",Gold,Summer
1900,"DE BARBARIN, Roger",FRA,Men,trap (125 targets),Gold,Summer
1900,"MOREAUX, Lon",FRA,Men,25m rapid fire pistol (60 shots),Silver,Summer
1900,"DUFFOY, Louis",FRA,Men,"50m army pistol, team",Silver,Summer
1900,"LECOQ, Maurice",FRA,Men,"50m army pistol, team",Silver,Summer
1900,"MOREAUX, Lon",FRA,Men,"50m army pistol, team",Silver,Summer
1900,"PAROCHE, Achille",FRA,Men,"50m army pistol, team",Silver,Summer
1900,TRINITE,FRA,Men,"50m army pistol, team",Silver,Summer
1900,"PAROCHE, Achille",FRA,Men,50m pistol (60 shots),Silver,Summer
1900,"GUYOT, Ren",FRA,Men,trap (125 targets),Silver,Summer
1900,"BALME, Eugne",FRA,Men,25m rapid fire pistol (60 shots),Bronze,Summer
1900,"CAVADINI, Auguste",FRA,Men,"free rifle, team",Bronze,Summer
1900,"LECOQ, Maurice",FRA,Men,"free rifle, team",Bronze,Summer
1900,"MOREAUX, Lon",FRA,Men,"free rifle, team",Bronze,Summer
1900,"PAROCHE, Achille",FRA,Men,"free rifle, team",Bronze,Summer
1900,"THOMAS, Ren",FRA,Men,"free rifle, team",Bronze,Summer
1900,"DE CLARY, Justinien",FRA,Men,trap (125 targets),Bronze,Summer
1900,"MADSEN, Lars Jrgen",DEN,Men,"army rifle, 300m, standing",Gold,Summer
1900,"NIELSEN, Anders Peter",DEN,Men,"army rifle, 300m, 3 positions",Silver,Summer
1900,"NIELSEN, Anders Peter",DEN,Men,"army rifle, 300m, kneeling",Silver,Summer
1900,"NIELSEN, Anders Peter",DEN,Men,"army rifle, 300m, prone",Silver,Summer
1900,"VAN ASBROECK, Paul",BEL,Men,"army rifle, 300m, 3 positions",Bronze,Summer
1900,"PAUMIER DU VERGIER, Charles",BEL,Men,"army rifle, 300m, standing",Bronze,Summer
1900,"DE GARMENDIA, Basil Spalding",ZZX,Men,doubles,Silver,Summer
1900,"DECUGIS, Max",ZZX,Men,doubles,Silver,Summer
1900,"MAHONY, Harold Sergerson",ZZX,Men,mixed doubles,Silver,Summer
1900,"PREVOST, Hlne",ZZX,Women,mixed doubles,Silver,Summer
1900,"DOHERTY, Hugh Lawrence",ZZX,Men,mixed doubles,Bronze,Summer
1900,"WARDEN, Archibald A.",ZZX,Men,mixed doubles,Bronze,Summer
1900,"JONES, Marion",ZZX,Women,mixed doubles,Bronze,Summer
1900,"ROSENBAUM, Hedwig",ZZX,Women,mixed doubles,Bronze,Summer
1900,"JONES, Marion",USA,Women,singles,Bronze,Summer
1900,"DOHERTY, Hugh Lawrence",GBR,Men,doubles,Gold,Summer
1900,"DOHERTY, Reginald Frank",GBR,Men,doubles,Gold,Summer
1900,"DOHERTY, Hugh Lawrence",GBR,Men,singles,Gold,Summer
1900,"MAHONY, Harold Sergerson",GBR,Men,singles,Silver,Summer
1900,"MAHONY, Harold Sergerson",GBR,Men,doubles,Bronze,Summer
1900,"NORRIS, Arthur B.J.",GBR,Men,doubles,Bronze,Summer
1900,"DOHERTY, Reginald Frank",GBR,Men,singles,Bronze,Summer
1900,"NORRIS, Arthur B.J.",GBR,Men,singles,Bronze,Summer
1900,"COOPER, Charlotte",GBR,Women,singles,Gold,Summer
1900,"DOHERTY, Reginald Frank",GBR,Men,mixed doubles,Gold,Summer
1900,"COOPER, Charlotte",GBR,Women,mixed doubles,Gold,Summer
1900,"DE LA CHAPELLE, Georges",FRA,Men,doubles,Bronze,Summer
1900,"PREVOST, Andr",FRA,Men,doubles,Bronze,Summer
1900,"PREVOST, Hlne",FRA,Women,singles,Silver,Summer
1900,"ROSENBAUM, Hedwig",BOH,Women,singles,Bronze,Summer
1900,"STAAF, Karl Gustav",ZZX,Men,tug of war,Gold,Summer
1900,"AABYE, Edgar",ZZX,Men,tug of war,Gold,Summer
1900,"NILSSON, August",ZZX,Men,tug of war,Gold,Summer
1900,"SCHMIDT, Eugen",ZZX,Men,tug of war,Gold,Summer
1900,"SDERSTRM, Gustaf",ZZX,Men,tug of war,Gold,Summer
1900,"WINCKLER, Charles",ZZX,Men,tug of war,Gold,Summer
1900,"BASSET, Pierre",FRA,Men,tug of war,Silver,Summer
1900,"COLLAS, Jean",FRA,Men,tug of war,Silver,Summer
1900,"GONDOUIN, Charles",FRA,Men,tug of war,Silver,Summer
1900,"HENRIQUEZ DE ZUBIERRA, Constantin",FRA,Men,tug of war,Silver,Summer
1900,"ROFFO, Joseph",FRA,Men,tug of war,Silver,Summer
1900,"SARRADE, Emile",FRA,Men,tug of war,Silver,Summer
1904,"BRACK, Walter",GER,Men,100m backstroke,Gold,Summer
1904,"HOFFMANN, Georg",GER,Men,100m backstroke,Silver,Summer
1904,"ZACHARIAS, Georg",GER,Men,100m backstroke,Bronze,Summer
1904,"DANIELS, Charles",USA,Men,100m freestyle,Silver,Summer
1904,"LEARY, J. Scott",USA,Men,100m freestyle,Bronze,Summer
1904,"HALMAY, Zoltan",HUN,Men,100m freestyle,Gold,Summer
1904,"SHELDON, George",USA,Men,10m platform,Gold,Summer
1904,"KEHOE, Frank",USA,Men,10m platform,Bronze,Summer
1904,"HOFFMANN, Georg",GER,Men,10m platform,Silver,Summer
1904,"BRAUNSCHWEIGER, Alfred",GER,Men,10m platform,Bronze,Summer
1904,"GAILEY, Francis",USA,Men,1500m freestyle,Bronze,Summer
1904,"KISS, Geza",HUN,Men,1500m freestyle,Silver,Summer
1904,"RAUSCH, Emil",GER,Men,1500m freestyle,Gold,Summer
1904,"DANIELS, Charles",USA,Men,200m freestyle,Gold,Summer
1904,"GAILEY, Francis",USA,Men,200m freestyle,Silver,Summer
1904,"RAUSCH, Emil",GER,Men,200m freestyle,Bronze,Summer
1904,"HANDY, Hehry Jamison",USA,Men,400m breaststroke,Bronze,Summer
1904,"ZACHARIAS, Georg",GER,Men,400m breaststroke,Gold,Summer
1904,"BRACK, Walter",GER,Men,400m breaststroke,Silver,Summer
1904,"DANIELS, Charles",USA,Men,400m freestyle,Gold,Summer
1904,"GAILEY, Francis",USA,Men,400m freestyle,Silver,Summer
1904,"WAHLE, Otto",AUT,Men,400m freestyle,Bronze,Summer
1904,"DANIELS, Charles",USA,Men,4x50y freestyle relay,Gold,Summer
1904,"GOODWIN, Leo Budd",USA,Men,4x50y freestyle relay,Gold,Summer
1904,"HANDLEY, Louis De Breda",USA,Men,4x50y freestyle relay,Gold,Summer
1904,"RUDDY, Joseph A.",USA,Men,4x50y freestyle relay,Gold,Summer
1904,"GOETZ, Hugo",USA,Men,4x50y freestyle relay,Silver,Summer
1904,"HAMMOND, David",USA,Men,4x50y freestyle relay,Silver,Summer
1904,"THORNE, Raymond",USA,Men,4x50y freestyle relay,Silver,Summer
1904,"TUTTLE, William",USA,Men,4x50y freestyle relay,Silver,Summer
1904,"EVANS, Gwynne",USA,Men,4x50y freestyle relay,Bronze,Summer
1904,"ORTHWEIN, William Robert",USA,Men,4x50y freestyle relay,Bronze,Summer
1904,"REYBURN, Amadee",USA,Men,4x50y freestyle relay,Bronze,Summer
1904,"SCHWARTZ, Marquard",USA,Men,4x50y freestyle relay,Bronze,Summer
1904,"LEARY, J. Scott",USA,Men,50y freestyle (45.72m),Silver,Summer
1904,"DANIELS, Charles",USA,Men,50y freestyle (45.72m),Bronze,Summer
1904,"HALMAY, Zoltan",HUN,Men,50y freestyle (45.72m),Gold,Summer
1904,"GAILEY, Francis",USA,Men,880y freestyle (804.66m),Silver,Summer
1904,"KISS, Geza",HUN,Men,880y freestyle (804.66m),Bronze,Summer
1904,"RAUSCH, Emil",GER,Men,880y freestyle (804.66m),Gold,Summer
1904,"DICKEY, William Paul",USA,Men,plunge for distance,Gold,Summer
1904,"ADAMS, Edgar H.",USA,Men,plunge for distance,Silver,Summer
1904,"GOODWIN, Leo Budd",USA,Men,plunge for distance,Bronze,Summer
1904,"BRYANT, George Philipp",USA,Men,double american round (60y - 50y - 40y),Gold,Summer
1904,"BRYANT, George Philipp",USA,Men,double york round (100y - 80y - 60y),Gold,Summer
1904,"MAXSON, Louis W.",USA,Men,team round 60y,Gold,Summer
1904,"SPENCER, Galen Carter",USA,Men,team round 60y,Gold,Summer
1904,"THOMPSON, William Henry",USA,Men,team round 60y,Gold,Summer
1904,"WILLIAMS, Robert",USA,Men,team round 60y,Gold,Summer
1904,"WILLIAMS, Robert",USA,Men,double american round (60y - 50y - 40y),Silver,Summer
1904,"WILLIAMS, Robert",USA,Men,double york round (100y - 80y - 60y),Silver,Summer
1904,"CLARK, William A.",USA,Men,team round 60y,Silver,Summer
1904,"DUVALL, Samuel Harding",USA,Men,team round 60y,Silver,Summer
1904,"HUBBARD, Charles R.",USA,Men,team round 60y,Silver,Summer
1904,"WOODRUFF, Charles S.",USA,Men,team round 60y,Silver,Summer
1904,"THOMPSON, William Henry",USA,Men,double american round (60y - 50y - 40y),Bronze,Summer
1904,"THOMPSON, William Henry",USA,Men,double york round (100y - 80y - 60y),Bronze,Summer
1904,"BRYANT, George Philipp",USA,Men,team round 60y,Bronze,Summer
1904,"BRYANT, Wallace",USA,Men,team round 60y,Bronze,Summer
1904,"DALLIN, Cyrus Edwin",USA,Men,team round 60y,Bronze,Summer
1904,"RICHARDSON, Henry Barber",USA,Men,team round 60y,Bronze,Summer
1904,"HOWELL, Matilda Scott",USA,Women,double columbia round (50y - 40y - 30y),Gold,Summer
1904,"HOWELL, Matilda Scott",USA,Women,double national round (60y - 50y),Gold,Summer
1904,"HOWELL, Matilda Scott",USA,Women,teams FITA round,Gold,Summer
1904,"POLLOCK, Jessie",USA,Women,teams FITA round,Gold,Summer
1904,"TAYLOR, Louise",USA,Women,teams FITA round,Gold,Summer
1904,"WOODRUFF, Laura",USA,Women,teams FITA round,Gold,Summer
1904,"COOKE, Emma C.",USA,Women,double columbia round (50y - 40y - 30y),Silver,Summer
1904,"COOKE, Emma C.",USA,Women,double national round (60y - 50y),Silver,Summer
1904,"COOKE, Emma C.",USA,Women,teams FITA round,Silver,Summer
1904,"TAYLOR, Mabel",USA,Women,teams FITA round,Silver,Summer
1904,"POLLOCK, Jessie",USA,Women,double columbia round (50y - 40y - 30y),Bronze,Summer
1904,"POLLOCK, Jessie",USA,Women,double national round (60y - 50y),Bronze,Summer
1904,"CORAY, Albert",ZZX,Men,4miles team,Silver,Summer
1904,"HATCH, Sidney",ZZX,Men,4miles team,Silver,Summer
1904,"HEARN, Lacey",ZZX,Men,4miles team,Silver,Summer
1904,"LIGHTBODY, James",ZZX,Men,4miles team,Silver,Summer
1904,"VERNER, William Frank",ZZX,Men,4miles team,Silver,Summer
1904,"HAHN, Archie",USA,Men,100m,Gold,Summer
1904,"SCHULE, Frederick",USA,Men,110m hurdles,Gold,Summer
1904,"LIGHTBODY, James",USA,Men,1500m,Gold,Summer
1904,"HAHN, Archie",USA,Men,200m,Gold,Summer
1904,"HILLMAN, Harry",USA,Men,200m hurdles,Gold,Summer
1904,"LIGHTBODY, James",USA,Men,3000m steeplechase,Gold,Summer
1904,"HILLMAN, Harry",USA,Men,400m,Gold,Summer
1904,"HILLMAN, Harry",USA,Men,400m hurdles,Gold,Summer
1904,"MUNSON, David Curtis",USA,Men,4miles team,Gold,Summer
1904,"NEWTON, Arthur",USA,Men,4miles team,Gold,Summer
1904,"PILGRIM, Paul Harry",USA,Men,4miles team,Gold,Summer
1904,"UNDERWOOD, George",USA,Men,4miles team,Gold,Summer
1904,"VALENTINE, Howard",USA,Men,4miles team,Gold,Summer
1904,"HAHN, Archie",USA,Men,60m,Gold,Summer
1904,"LIGHTBODY, James",USA,Men,800m,Gold,Summer
1904,"SHERIDAN, Martin",USA,Men,discus throw,Gold,Summer
1904,"FLANAGAN, John Jesus",USA,Men,hammer throw,Gold,Summer
1904,"JONES, Samuel",USA,Men,high jump,Gold,Summer
1904,"EWRY, Ray",USA,Men,"high jump, standing",Gold,Summer
1904,"PRINSTEIN, Meyer",USA,Men,long jump,Gold,Summer
1904,"EWRY, Ray",USA,Men,"long jump, standing",Gold,Summer
1904,"HICKS, Thomas",USA,Men,marathon,Gold,Summer
1904,"DVORAK, Charles",USA,Men,pole vault,Gold,Summer
1904,"ROSE, Ralph",USA,Men,shot put,Gold,Summer
1904,"EMMERICH, Max",USA,Men,triathlon (long jump / shot put / 100 yards),Gold,Summer
1904,"PRINSTEIN, Meyer",USA,Men,triple jump,Gold,Summer
1904,"EWRY, Ray",USA,Men,"triple jump, standing",Gold,Summer
1904,"CARTMELL, John Nathaniel",USA,Men,100m,Silver,Summer
1904,"SHIDELER, Thaddeus",USA,Men,110m hurdles,Silver,Summer
1904,"VERNER, William Frank",USA,Men,1500m,Silver,Summer
1904,"CARTMELL, John Nathaniel",USA,Men,200m,Silver,Summer
1904,"CASTLEMAN, Frank",USA,Men,200m hurdles,Silver,Summer
1904,"WALLER, Frank",USA,Men,400m,Silver,Summer
1904,"WALLER, Frank",USA,Men,400m hurdles,Silver,Summer
1904,"FLANAGAN, John Jesus",USA,Men,56lb weight throw (25.4kg),Silver,Summer
1904,"HOGENSON, William",USA,Men,60m,Silver,Summer
1904,"VALENTINE, Howard",USA,Men,800m,Silver,Summer
1904,"GUNN, Adam",USA,Men,decathlon,Silver,Summer
1904,"ROSE, Ralph",USA,Men,discus throw,Silver,Summer
1904,"DEWITT, John",USA,Men,hammer throw,Silver,Summer
1904,"SERVISS, Garrett",USA,Men,high jump,Silver,Summer
1904,"STADLER, Joseph F.",USA,Men,"high jump, standing",Silver,Summer
1904,"FRANK, Daniel",USA,Men,long jump,Silver,Summer
1904,"KING, Charles",USA,Men,"long jump, standing",Silver,Summer
1904,"CORAY, Albert",USA,Men,marathon,Silver,Summer
1904,"SAMSE, Leroy",USA,Men,pole vault,Silver,Summer
1904,"COE, William Wesley",USA,Men,shot put,Silver,Summer
1904,"GRIEB, John",USA,Men,triathlon (long jump / shot put / 100 yards),Silver,Summer
1904,"ENGLEHARDT, Frederick",USA,Men,triple jump,Silver,Summer
1904,"KING, Charles",USA,Men,"triple jump, standing",Silver,Summer
1904,"HOGENSON, William",USA,Men,100m,Bronze,Summer
1904,"ASHBURNER, Lesley",USA,Men,110m hurdles,Bronze,Summer
1904,"HEARN, Lacey",USA,Men,1500m,Bronze,Summer
1904,"HOGENSON, William",USA,Men,200m,Bronze,Summer
1904,"POAGE, George",USA,Men,200m hurdles,Bronze,Summer
1904,"NEWTON, Arthur",USA,Men,3000m steeplechase,Bronze,Summer
1904,"GROMAN, Herman",USA,Men,400m,Bronze,Summer
1904,"POAGE, George",USA,Men,400m hurdles,Bronze,Summer
1904,"MITCHELL, James",USA,Men,56lb weight throw (25.4kg),Bronze,Summer
1904,"MOULTON, Fay",USA,Men,60m,Bronze,Summer
1904,"BREITKREUTZ, Emil",USA,Men,800m,Bronze,Summer
1904,"HARE, Thomas Truxton",USA,Men,decathlon,Bronze,Summer
1904,"ROSE, Ralph",USA,Men,hammer throw,Bronze,Summer
1904,"ROBERTSON, Lawson N.",USA,Men,"high jump, standing",Bronze,Summer
1904,"STANGLAND, Robert",USA,Men,long jump,Bronze,Summer
1904,"BILLER, John",USA,Men,"long jump, standing",Bronze,Summer
1904,"NEWTON, Arthur",USA,Men,marathon,Bronze,Summer
1904,"WILKINS, Louis",USA,Men,pole vault,Bronze,Summer
1904,"FEUERBACH, Lawrence E. Joseph",USA,Men,shot put,Bronze,Summer
1904,"MERZ, William",USA,Men,triathlon (long jump / shot put / 100 yards),Bronze,Summer
1904,"STANGLAND, Robert",USA,Men,triple jump,Bronze,Summer
1904,"STADLER, Joseph F.",USA,Men,"triple jump, standing",Bronze,Summer
1904,"GEORGANDAS, Nicolaos",GRE,Men,discus throw,Bronze,Summer
1904,"WEINSTEIN, Paul",GER,Men,high jump,Bronze,Summer
1904,"KIELY, Thomas Francis",GBR,Men,decathlon,Gold,Summer
1904,"DALY, John",GBR,Men,3000m steeplechase,Silver,Summer
1904,"DESMARTEAU, Etienne",CAN,Men,56lb weight throw (25.4kg),Gold,Summer
1904,"FINNEGAN, George",USA,Men,- 47.63kg (flyweight),Gold,Summer
1904,"BERGER, Samuel",USA,Men,+ 71.67kg (heavyweight),Gold,Summer
1904,"KIRK, Oliver L.",USA,Men,47.63 - 52.16kg (bantamweight),Gold,Summer
1904,"KIRK, Oliver L.",USA,Men,52.16 - 56.7kg (featherweight),Gold,Summer
1904,"SPANGER, Harry J.",USA,Men,56.7 - 61.24kg (lightweight),Gold,Summer
1904,"YOUNG, Albert",USA,Men,61.24 - 65.77kg (welterweight),Gold,Summer
1904,"MAYER, Charles",USA,Men,65.77 - 71.67kg (middleweight),Gold,Summer
1904,"BURKE, Miles",USA,Men,- 47.63kg (flyweight),Silver,Summer
1904,"MAYER, Charles",USA,Men,+ 71.67kg (heavyweight),Silver,Summer
1904,"FINNEGAN, George",USA,Men,47.63 - 52.16kg (bantamweight),Silver,Summer
1904,"HALLER, Frank",USA,Men,52.16 - 56.7kg (featherweight),Silver,Summer
1904,"EAGAN, James Jack",USA,Men,56.7 - 61.24kg (lightweight),Silver,Summer
1904,"SPANGER, Harry J.",USA,Men,61.24 - 65.77kg (welterweight),Silver,Summer
1904,"SPRADLEY, Benjamin",USA,Men,65.77 - 71.67kg (middleweight),Silver,Summer
1904,"MICHAELS, William",USA,Men,+ 71.67kg (heavyweight),Bronze,Summer
1904,"GILMORE, Frederick",USA,Men,52.16 - 56.7kg (featherweight),Bronze,Summer
1904,"VAN HORN, Russell",USA,Men,56.7 - 61.24kg (lightweight),Bronze,Summer
1904,"EAGAN, James Jack",USA,Men,61.24 - 65.77kg (welterweight),Bronze,Summer
1904,"LYDON, Joseph",USA,Men,61.24 - 65.77kg (welterweight),Bronze,Summer
1904,"BILLINGTON, Edward",USA,Men,1 mile (1609.3m),Bronze,Summer
1904,"DOWNING, Burton",USA,Men,1 mile (1609.3m),Silver,Summer
1904,"HURLEY, Marcus",USA,Men,1 mile (1609.3m),Gold,Summer
1904,"BILLINGTON, Edward",USA,Men,1/2 mile (804.7m),Silver,Summer
1904,"DOWNING, Burton",USA,Men,1/2 mile (804.7m),Bronze,Summer
1904,"HURLEY, Marcus",USA,Men,1/2 mile (804.7m),Gold,Summer
1904,"BILLINGTON, Edward",USA,Men,1/3 mile (536.5m),Bronze,Summer
1904,"DOWNING, Burton",USA,Men,1/3 mile (536.5m),Silver,Summer
1904,"HURLEY, Marcus",USA,Men,1/3 mile (536.5m),Gold,Summer
1904,"BILLINGTON, Edward",USA,Men,1/4 mile (402.3m),Bronze,Summer
1904,"DOWNING, Burton",USA,Men,1/4 mile (402.3m),Silver,Summer
1904,"HURLEY, Marcus",USA,Men,1/4 mile (402.3m),Gold,Summer
1904,"DOWNING, Burton",USA,Men,2 miles (3.218km),Gold,Summer
1904,"GOERKE, Oscar",USA,Men,2 miles (3.218km),Silver,Summer
1904,"HURLEY, Marcus",USA,Men,2 miles (3.218km),Bronze,Summer
1904,"ANDREWS, Arthur F.",USA,Men,25 miles (40.232km),Silver,Summer
1904,"DOWNING, Burton",USA,Men,25 miles (40.232km),Gold,Summer
1904,"WILEY, George",USA,Men,25 miles (40.232km),Bronze,Summer
1904,"ANDREWS, Arthur F.",USA,Men,5 miles (8.046km),Bronze,Summer
1904,"SCHLEE, Charles",USA,Men,5 miles (8.046km),Gold,Summer
1904,"WILEY, George",USA,Men,5 miles (8.046km),Silver,Summer
1904,"DIAZ, Manuel",ZZX,Men,foil team,Gold,Summer
1904,"FONST, Ramon",ZZX,Men,foil team,Gold,Summer
1904,"VAN ZO POST, Albertson",ZZX,Men,foil team,Gold,Summer
1904,"FOX, Arthur",USA,Men,foil team,Silver,Summer
1904,"TATHAM, Charles",USA,Men,foil team,Silver,Summer
1904,"TOWNSEND, Charles Fitzhugh",USA,Men,foil team,Silver,Summer
1904,"GREBE, William",USA,Men,sabre individual,Silver,Summer
1904,"O'CONNOR, William Scott",USA,Men,"stick, single",Silver,Summer
1904,"GREBE, William",USA,Men,"stick, single",Bronze,Summer
1904,"FONST, Ramon",CUB,Men,epee individual,Gold,Summer
1904,"FONST, Ramon",CUB,Men,foil individual,Gold,Summer
1904,"DIAZ, Manuel",CUB,Men,sabre individual,Gold,Summer
1904,"VAN ZO POST, Albertson",CUB,Men,"stick, single",Gold,Summer
1904,"TATHAM, Charles",CUB,Men,epee individual,Silver,Summer
1904,"VAN ZO POST, Albertson",CUB,Men,foil individual,Silver,Summer
1904,"VAN ZO POST, Albertson",CUB,Men,epee individual,Bronze,Summer
1904,"TATHAM, Charles",CUB,Men,foil individual,Bronze,Summer
1904,"VAN ZO POST, Albertson",CUB,Men,sabre individual,Bronze,Summer
1904,"BARTLIFF, Charles Albert",USA,Men,football,Gold,Summer
1904,"BRADY, Joseph J.",USA,Men,football,Gold,Summer
1904,"BRITTINGHAM, Warren G.",USA,Men,football,Gold,Summer
1908,"WALLIN, Harald",SWE,Men,8m,Silver,Summer
1904,"BROCKMEYER, Oscar B.",USA,Men,football,Gold,Summer
1904,"COOKE, George Edwin",USA,Men,football,Gold,Summer
1904,"COOKE, Thomas J.",USA,Men,football,Gold,Summer
1904,"COSTGROVE, Cormic F.",USA,Men,football,Gold,Summer
1904,"CUDMORE, Alexander",USA,Men,football,Gold,Summer
1904,DIERKES,USA,Men,football,Gold,Summer
1904,"DOOLING, Martin T.",USA,Men,football,Gold,Summer
1904,"FROST, Frank",USA,Men,football,Gold,Summer
